Visi studentai:
Vardas    Pavarde      vidurkis     mediana
vardas823 pavarde823       6.77          6
vardas824 pavarde824       7.15          6
vardas825 pavarde825       6.83          5
vardas826 pavarde826       6.77          6
vardas827 pavarde827       6.55          6
vardas828 pavarde828       5.51          4
vardas829 pavarde829        5.3          4
vardas830 pavarde830       7.06          6
vardas831 pavarde831       6.41          3
vardas832 pavarde832       5.08          3
vardas833 pavarde833       5.42          3
vardas834 pavarde834       4.28          3
vardas835 pavarde835       6.86          7
vardas836 pavarde836       5.57          4
vardas837 pavarde837       5.91          5
vardas838 pavarde838       6.58          5
vardas839 pavarde839       6.32          5
vardas840 pavarde840       4.86          4
vardas841 pavarde841       5.57          4
vardas842 pavarde842       7.11          5
vardas843 pavarde843       4.82          2
vardas844 pavarde844       5.16          3
vardas845 pavarde845       5.43          4
vardas846 pavarde846       6.09          5
vardas847 pavarde847       7.42          7
vardas848 pavarde848       7.08          6
vardas849 pavarde849       8.62          9
vardas850 pavarde850       4.32          2
vardas851 pavarde851       6.06          5
vardas852 pavarde852       8.81         10
vardas853 pavarde853       5.16          3
vardas854 pavarde854       6.23          6
vardas855 pavarde855       6.25          4
vardas856 pavarde856       7.45          6
vardas857 pavarde857       6.89          5
vardas858 pavarde858       3.98          2
vardas859 pavarde859          4          2
vardas860 pavarde860          7          8
vardas861 pavarde861        5.2          3
vardas862 pavarde862       5.24          2
vardas863 pavarde863       6.65          4
vardas864 pavarde864       6.73          5
vardas865 pavarde865       7.55          6
vardas866 pavarde866       8.31          8
vardas867 pavarde867       5.26          4
vardas868 pavarde868       5.45          2
vardas869 pavarde869       6.09          5
vardas870 pavarde870       6.62          6
vardas871 pavarde871       5.32          3
vardas872 pavarde872       5.66          4
vardas873 pavarde873       5.93          6
vardas874 pavarde874       4.59          3
vardas875 pavarde875       8.52          9
vardas876 pavarde876        9.3          8
vardas877 pavarde877       4.86          2
vardas878 pavarde878       7.77          8
vardas879 pavarde879       5.75          5
vardas880 pavarde880       7.35          8
vardas881 pavarde881       4.07          2
vardas882 pavarde882       3.61          2
vardas883 pavarde883       5.72          4
vardas884 pavarde884       5.94          3
vardas885 pavarde885       6.59          6
vardas886 pavarde886       4.52          3
vardas887 pavarde887        6.9          6
vardas888 pavarde888       8.78          8
vardas889 pavarde889       7.76          7
vardas890 pavarde890       7.55          5
vardas891 pavarde891       7.71          7
vardas892 pavarde892       7.54          6
vardas893 pavarde893       8.91          8
vardas894 pavarde894       7.38          7
vardas895 pavarde895       6.08          4
vardas896 pavarde896       6.02          4
vardas897 pavarde897        7.4          7
vardas898 pavarde898       9.08          8
vardas899 pavarde899       9.42          9
vardas900 pavarde900       7.28          6
vardas901 pavarde901       5.46          3
vardas902 pavarde902       7.09          7
vardas903 pavarde903       8.42          8
vardas904 pavarde904       7.68          6
vardas905 pavarde905       6.94          4
vardas906 pavarde906       7.59          5
vardas907 pavarde907       9.52          8
vardas908 pavarde908        8.3          6
vardas909 pavarde909       7.26          6
vardas910 pavarde910       9.25         10
vardas911 pavarde911       8.85          6
vardas912 pavarde912       6.97          4
vardas913 pavarde913       6.59          5
vardas914 pavarde914       8.32          8
vardas915 pavarde915       7.86          8
vardas916 pavarde916       6.17          5
vardas917 pavarde917       7.83          8
vardas918 pavarde918       5.17          2
vardas919 pavarde919       6.23          5
vardas920 pavarde920       7.45          6
vardas921 pavarde921       6.49          4
vardas922 pavarde922        6.3          6
vardas923 pavarde923       5.86          4
vardas924 pavarde924       7.97          6
vardas925 pavarde925       7.59          5
vardas926 pavarde926       7.12          5
vardas927 pavarde927       6.42          5
vardas928 pavarde928       6.68          6
vardas929 pavarde929       7.34          5
vardas930 pavarde930       5.67          5
vardas931 pavarde931       6.53          5
vardas932 pavarde932       4.51          3
vardas933 pavarde933        7.5          7
vardas934 pavarde934        6.9          4
vardas935 pavarde935       7.38          8
vardas936 pavarde936       4.28          3
vardas937 pavarde937       3.86          1
vardas938 pavarde938       6.97          6
vardas939 pavarde939       8.99          9
vardas940 pavarde940        7.4          5
vardas941 pavarde941       5.88          4
vardas942 pavarde942       5.78          3
vardas943 pavarde943       4.76          3
vardas944 pavarde944       5.55          4
vardas945 pavarde945       6.11          4
vardas946 pavarde946       5.82          2
vardas947 pavarde947       5.36          4
vardas948 pavarde948       4.67          2
vardas949 pavarde949       6.53          5
vardas950 pavarde950       8.31          8
vardas951 pavarde951       6.66          5
vardas952 pavarde952       5.73          4
vardas953 pavarde953       8.15          7
vardas954 pavarde954       7.43          5
vardas955 pavarde955       5.09          3
vardas956 pavarde956       6.22          6
vardas957 pavarde957       6.84          4
vardas958 pavarde958       7.37          6
vardas959 pavarde959       7.07          5
vardas960 pavarde960       5.01          4
vardas961 pavarde961        7.8          7
vardas962 pavarde962       6.16          4
vardas963 pavarde963       6.03          2
vardas964 pavarde964       6.41          5
vardas965 pavarde965       7.88          9
vardas966 pavarde966       9.38         10
vardas967 pavarde967       9.68          8
vardas968 pavarde968       7.94          7
vardas969 pavarde969       7.99          5
vardas970 pavarde970        4.6          2
vardas971 pavarde971       3.32          1
vardas972 pavarde972       6.06          6
vardas973 pavarde973       7.21          5
vardas974 pavarde974       4.84          2
vardas975 pavarde975       5.77          5
vardas976 pavarde976       7.75          8
vardas977 pavarde977       6.95          6
vardas978 pavarde978       5.79          4
vardas979 pavarde979       5.56          4
vardas980 pavarde980       5.51          3
vardas981 pavarde981        6.7          5
vardas982 pavarde982       6.74          6
vardas983 pavarde983       6.15          3
vardas984 pavarde984       7.03          6
vardas985 pavarde985       8.41          8
vardas986 pavarde986       9.08          8
vardas987 pavarde987       9.22          7
vardas988 pavarde988       7.84          7
vardas989 pavarde989       6.37          4
vardas990 pavarde990       6.67          5
vardas991 pavarde991       8.33          8
vardas992 pavarde992       8.07          6
vardas993 pavarde993       8.81          8
vardas994 pavarde994       8.36          8
vardas995 pavarde995       8.27          6
vardas996 pavarde996       7.65          6
vardas997 pavarde997       7.33          5
vardas998 pavarde998       6.47          3
vardas999 pavarde999       7.09          5
vardas1000pavarde1000       8.82          7

moliai:
Vardas    Pavarde      vidurkis     mediana
vardas9   pavarde9       5.79          4
vardas12  pavarde12       5.73          5
vardas13  pavarde13       4.75          3
vardas14  pavarde14       4.75          2
vardas20  pavarde20       4.81          4
vardas22  pavarde22       5.79          4
vardas23  pavarde23       5.76          3
vardas27  pavarde27       5.02          5
vardas31  pavarde31       5.03          4
vardas36  pavarde36       5.36          3
vardas37  pavarde37       5.07          4
vardas39  pavarde39          5          3
vardas40  pavarde40        5.4          4
vardas47  pavarde47       5.09          3
vardas65  pavarde65       5.56          5
vardas66  pavarde66       4.51          3
vardas72  pavarde72       5.83          4
vardas74  pavarde74       5.19          3
vardas81  pavarde81       4.62          3
vardas82  pavarde82       3.92          3
vardas85  pavarde85       5.49          4
vardas95  pavarde95       4.72          4
vardas98  pavarde98       4.93          2
vardas99  pavarde99       3.59          2
vardas104 pavarde104       5.96          3
vardas105 pavarde105       5.39          4
vardas106 pavarde106       5.28          4
vardas108 pavarde108       5.53          3
vardas131 pavarde131       5.85          4
vardas134 pavarde134       4.25          3
vardas140 pavarde140       5.47          4
vardas142 pavarde142       5.42          3
vardas144 pavarde144       5.18          3
vardas146 pavarde146       5.21          3
vardas148 pavarde148       5.85          4
vardas154 pavarde154       5.43          3
vardas159 pavarde159       5.36          3
vardas167 pavarde167       4.22          2
vardas174 pavarde174       4.83          4
vardas175 pavarde175       3.97          3
vardas179 pavarde179       4.47          4
vardas182 pavarde182       5.28          4
vardas186 pavarde186       5.59          2
vardas188 pavarde188        5.7          2
vardas189 pavarde189       5.94          3
vardas190 pavarde190       5.19          4
vardas195 pavarde195       5.73          4
vardas205 pavarde205       5.85          4
vardas206 pavarde206       3.57          2
vardas211 pavarde211       5.24          4
vardas214 pavarde214       4.34          3
vardas217 pavarde217       3.11          2
vardas220 pavarde220       4.64          3
vardas222 pavarde222       5.71          3
vardas223 pavarde223       5.54          3
vardas224 pavarde224       5.31          2
vardas226 pavarde226       4.89          4
vardas227 pavarde227       5.58          4
vardas229 pavarde229        5.5          2
vardas230 pavarde230        5.1          2
vardas238 pavarde238       5.41          4
vardas247 pavarde247       5.34          3
vardas250 pavarde250       5.29          3
vardas254 pavarde254       4.46          2
vardas272 pavarde272       5.01          5
vardas282 pavarde282       5.62          5
vardas285 pavarde285       4.98          4
vardas286 pavarde286        5.8          4
vardas288 pavarde288       5.39          3
vardas289 pavarde289       4.88          4
vardas290 pavarde290       4.78          2
vardas297 pavarde297       5.15          3
vardas299 pavarde299       4.41          3
vardas300 pavarde300       4.68          4
vardas302 pavarde302       5.55          4
vardas305 pavarde305       4.01          2
vardas309 pavarde309       5.39          3
vardas311 pavarde311       5.66          3
vardas312 pavarde312       2.93          1
vardas319 pavarde319       5.52          2
vardas323 pavarde323       5.13          4
vardas324 pavarde324       5.83          5
vardas325 pavarde325       5.77          4
vardas327 pavarde327       4.71          3
vardas328 pavarde328       5.14          4
vardas329 pavarde329       5.43          4
vardas332 pavarde332       5.98          5
vardas333 pavarde333        5.8          4
vardas334 pavarde334       3.96          2
vardas335 pavarde335       5.99          6
vardas336 pavarde336        4.6          3
vardas339 pavarde339       3.57          2
vardas340 pavarde340       4.51          5
vardas341 pavarde341        5.1          4
vardas344 pavarde344       5.82          3
vardas346 pavarde346       4.87          3
vardas350 pavarde350       4.78          3
vardas351 pavarde351       5.56          4
vardas352 pavarde352       4.51          3
vardas353 pavarde353        3.9          3
vardas358 pavarde358       5.55          4
vardas363 pavarde363       5.26          4
vardas366 pavarde366       5.54          5
vardas381 pavarde381       5.64          4
vardas382 pavarde382       5.33          4
vardas385 pavarde385       5.63          2
vardas389 pavarde389       4.11          2
vardas395 pavarde395       5.73          3
vardas411 pavarde411       4.34          1
vardas414 pavarde414       5.77          5
vardas415 pavarde415       4.35          3
vardas429 pavarde429       4.12          2
vardas430 pavarde430       5.42          6
vardas437 pavarde437       5.69          4
vardas443 pavarde443       5.05          3
vardas452 pavarde452       5.39          5
vardas458 pavarde458       5.74          4
vardas459 pavarde459       4.95          3
vardas460 pavarde460       4.79          3
vardas463 pavarde463       3.09          2
vardas464 pavarde464       5.62          5
vardas467 pavarde467       5.14          3
vardas472 pavarde472       5.22          5
vardas477 pavarde477       4.98          3
vardas484 pavarde484       5.03          4
vardas485 pavarde485       4.61          3
vardas486 pavarde486       3.92          2
vardas487 pavarde487       5.38          3
vardas488 pavarde488       4.48          2
vardas489 pavarde489        5.1          3
vardas494 pavarde494       4.18          3
vardas495 pavarde495       4.64          2
vardas500 pavarde500       5.53          3
vardas501 pavarde501       5.51          4
vardas506 pavarde506       5.51          3
vardas508 pavarde508       4.02          2
vardas520 pavarde520       5.77          4
vardas524 pavarde524       5.97          5
vardas532 pavarde532       4.81          1
vardas534 pavarde534       4.95          3
vardas551 pavarde551       5.88          4
vardas564 pavarde564       5.66          4
vardas567 pavarde567       5.64          3
vardas580 pavarde580       5.89          3
vardas581 pavarde581       3.18          1
vardas590 pavarde590       5.55          3
vardas617 pavarde617       5.64          4
vardas620 pavarde620       5.47          5
vardas623 pavarde623       5.92          3
vardas636 pavarde636       5.82          4
vardas638 pavarde638       4.67          3
vardas639 pavarde639       4.73          4
vardas640 pavarde640       4.55          3
vardas642 pavarde642       4.78          4
vardas643 pavarde643       5.56          4
vardas646 pavarde646       5.05          4
vardas647 pavarde647       5.81          5
vardas648 pavarde648       4.76          3
vardas649 pavarde649       4.95          4
vardas652 pavarde652       5.69          3
vardas655 pavarde655       5.69          2
vardas660 pavarde660       3.82          3
vardas661 pavarde661       3.56          1
vardas663 pavarde663        4.7          3
vardas664 pavarde664       5.54          4
vardas665 pavarde665       4.91          3
vardas666 pavarde666       4.98          3
vardas668 pavarde668       4.96          3
vardas671 pavarde671       5.84          3
vardas674 pavarde674       4.95          4
vardas681 pavarde681       5.93          5
vardas684 pavarde684        4.1          3
vardas692 pavarde692        5.5          3
vardas693 pavarde693        5.1          2
vardas694 pavarde694       5.62          5
vardas699 pavarde699       5.42          3
vardas709 pavarde709       5.51          3
vardas714 pavarde714       5.98          4
vardas715 pavarde715          6          5
vardas716 pavarde716          6          4
vardas718 pavarde718          5          3
vardas722 pavarde722       5.92          4
vardas723 pavarde723       5.38          4
vardas724 pavarde724       4.88          3
vardas727 pavarde727       5.93          5
vardas728 pavarde728       4.59          4
vardas731 pavarde731          5          3
vardas732 pavarde732        4.2          2
vardas737 pavarde737       5.73          3
vardas738 pavarde738       5.15          3
vardas740 pavarde740       5.93          5
vardas744 pavarde744       5.71          2
vardas746 pavarde746       5.71          5
vardas748 pavarde748       5.43          4
vardas753 pavarde753       5.53          3
vardas754 pavarde754       5.91          3
vardas755 pavarde755       5.78          5
vardas758 pavarde758       4.37          3
vardas761 pavarde761       4.34          2
vardas762 pavarde762       5.87          4
vardas765 pavarde765       5.21          3
vardas767 pavarde767       4.85          3
vardas768 pavarde768       5.77          6
vardas777 pavarde777       5.37          2
vardas778 pavarde778       5.27          2
vardas784 pavarde784       4.76          3
vardas785 pavarde785       4.75          3
vardas793 pavarde793       5.59          5
vardas796 pavarde796       5.61          4
vardas799 pavarde799       5.93          4
vardas813 pavarde813       5.76          2
vardas814 pavarde814       5.75          5
vardas815 pavarde815       5.15          5
vardas817 pavarde817       4.97          3
vardas818 pavarde818       3.99          3
vardas821 pavarde821       5.24          4
vardas822 pavarde822       5.85          3
vardas828 pavarde828       5.51          4
vardas829 pavarde829        5.3          4
vardas832 pavarde832       5.08          3
vardas833 pavarde833       5.42          3
vardas834 pavarde834       4.28          3
vardas836 pavarde836       5.57          4
vardas837 pavarde837       5.91          5
vardas840 pavarde840       4.86          4
vardas841 pavarde841       5.57          4
vardas843 pavarde843       4.82          2
vardas844 pavarde844       5.16          3
vardas845 pavarde845       5.43          4
vardas850 pavarde850       4.32          2
vardas853 pavarde853       5.16          3
vardas858 pavarde858       3.98          2
vardas859 pavarde859          4          2
vardas861 pavarde861        5.2          3
vardas862 pavarde862       5.24          2
vardas867 pavarde867       5.26          4
vardas868 pavarde868       5.45          2
vardas871 pavarde871       5.32          3
vardas872 pavarde872       5.66          4
vardas873 pavarde873       5.93          6
vardas874 pavarde874       4.59          3
vardas877 pavarde877       4.86          2
vardas879 pavarde879       5.75          5
vardas881 pavarde881       4.07          2
vardas882 pavarde882       3.61          2
vardas883 pavarde883       5.72          4
vardas884 pavarde884       5.94          3
vardas886 pavarde886       4.52          3
vardas901 pavarde901       5.46          3
vardas918 pavarde918       5.17          2
vardas923 pavarde923       5.86          4
vardas930 pavarde930       5.67          5
vardas932 pavarde932       4.51          3
vardas936 pavarde936       4.28          3
vardas937 pavarde937       3.86          1
vardas941 pavarde941       5.88          4
vardas942 pavarde942       5.78          3
vardas943 pavarde943       4.76          3
vardas944 pavarde944       5.55          4
vardas946 pavarde946       5.82          2
vardas947 pavarde947       5.36          4
vardas948 pavarde948       4.67          2
vardas952 pavarde952       5.73          4
vardas955 pavarde955       5.09          3
vardas960 pavarde960       5.01          4
vardas970 pavarde970        4.6          2
vardas971 pavarde971       3.32          1
vardas974 pavarde974       4.84          2
vardas975 pavarde975       5.77          5
vardas978 pavarde978       5.79          4
vardas979 pavarde979       5.56          4
vardas980 pavarde980       5.51          3

kieti:
Vardas    Pavarde      vidurkis     mediana
vardas1   pavarde1        6.4          6
vardas2   pavarde2       8.28          8
vardas3   pavarde3       6.46          3
vardas4   pavarde4       7.49          7
vardas5   pavarde5        8.3          7
vardas6   pavarde6       9.06          9
vardas7   pavarde7       8.81          7
vardas8   pavarde8       7.96          6
vardas10  pavarde10       7.36          7
vardas11  pavarde11       6.67          6
vardas15  pavarde15       6.35          4
vardas16  pavarde16       6.27          5
vardas17  pavarde17       7.65          8
vardas18  pavarde18       6.13          5
vardas19  pavarde19       7.03          4
vardas21  pavarde21       8.96          9
vardas24  pavarde24       7.55          6
vardas25  pavarde25       6.51          5
vardas26  pavarde26        7.1          6
vardas28  pavarde28        6.6          6
vardas29  pavarde29       7.72          7
vardas30  pavarde30       6.14          4
vardas32  pavarde32       8.61          7
vardas33  pavarde33       7.52          7
vardas34  pavarde34        7.9          6
vardas35  pavarde35       7.78          7
vardas38  pavarde38       7.01          7
vardas41  pavarde41       6.08          3
vardas42  pavarde42       6.42          5
vardas43  pavarde43       9.08          9
vardas44  pavarde44       7.02          4
vardas45  pavarde45        8.2          8
vardas46  pavarde46       6.44          3
vardas48  pavarde48       8.22          8
vardas49  pavarde49       8.84          9
vardas50  pavarde50       6.97          6
vardas51  pavarde51       8.79          7
vardas52  pavarde52       6.56          6
vardas53  pavarde53       6.31          5
vardas54  pavarde54       7.26          5
vardas55  pavarde55       7.45          7
vardas56  pavarde56       7.29          5
vardas57  pavarde57       7.46          5
vardas58  pavarde58       6.29          4
vardas59  pavarde59       8.06          7
vardas60  pavarde60       7.21          4
vardas61  pavarde61       6.64          6
vardas62  pavarde62       6.73          5
vardas63  pavarde63       7.95          9
vardas64  pavarde64       6.79          5
vardas67  pavarde67        7.9          6
vardas68  pavarde68       6.18          3
vardas69  pavarde69       8.24          8
vardas70  pavarde70       8.85          7
vardas71  pavarde71       7.17          7
vardas73  pavarde73       6.97          4
vardas75  pavarde75       8.04          8
vardas76  pavarde76       7.61          7
vardas77  pavarde77       7.92          8
vardas78  pavarde78       7.78          6
vardas79  pavarde79       6.56          3
vardas80  pavarde80       6.11          4
vardas83  pavarde83       8.18          8
vardas84  pavarde84       8.44          8
vardas86  pavarde86        6.9          5
vardas87  pavarde87       6.38          5
vardas88  pavarde88       7.28          7
vardas89  pavarde89       7.46          6
vardas90  pavarde90       6.69          4
vardas91  pavarde91       6.34          3
vardas92  pavarde92       7.67          5
vardas93  pavarde93       7.93          6
vardas94  pavarde94       6.59          3
vardas96  pavarde96       6.34          5
vardas97  pavarde97       7.67          6
vardas100 pavarde100       6.32          4
vardas101 pavarde101       6.66          7
vardas102 pavarde102       8.93         10
vardas103 pavarde103       7.79          8
vardas107 pavarde107       6.66          7
vardas109 pavarde109       7.11          6
vardas110 pavarde110       8.82          9
vardas111 pavarde111       7.36          6
vardas112 pavarde112       6.67          4
vardas113 pavarde113       6.13          4
vardas114 pavarde114       8.23          7
vardas115 pavarde115       7.05          5
vardas116 pavarde116       7.01          6
vardas117 pavarde117          7          6
vardas118 pavarde118        6.6          6
vardas119 pavarde119       6.52          6
vardas120 pavarde120        7.5          6
vardas121 pavarde121        7.3          7
vardas122 pavarde122       7.06          6
vardas123 pavarde123       8.01          7
vardas124 pavarde124          8          7
vardas125 pavarde125          7          4
vardas126 pavarde126        6.6          6
vardas127 pavarde127       7.32          6
vardas128 pavarde128       8.06          5
vardas129 pavarde129       7.21          4
vardas130 pavarde130       6.24          2
vardas132 pavarde132       6.17          4
vardas133 pavarde133       6.23          3
vardas135 pavarde135       6.45          6
vardas136 pavarde136       7.49          7
vardas137 pavarde137       10.3         10
vardas138 pavarde138       8.86          7
vardas139 pavarde139       8.37          7
vardas141 pavarde141       7.09          7
vardas143 pavarde143       6.88          6
vardas145 pavarde145       7.04          6
vardas147 pavarde147       6.24          5
vardas149 pavarde149       6.17          4
vardas150 pavarde150       6.43          4
vardas151 pavarde151       7.89          6
vardas152 pavarde152       6.78          6
vardas153 pavarde153       7.16          6
vardas155 pavarde155       6.49          7
vardas156 pavarde156        6.3          5
vardas157 pavarde157       6.06          6
vardas158 pavarde158       8.81          7
vardas160 pavarde160       9.07          9
vardas161 pavarde161       9.01          6
vardas162 pavarde162        6.2          2
vardas163 pavarde163       7.04          4
vardas164 pavarde164       8.01          5
vardas165 pavarde165        7.6          6
vardas166 pavarde166       6.12          4
vardas168 pavarde168       7.84          7
vardas169 pavarde169       8.17          6
vardas170 pavarde170       7.63          6
vardas171 pavarde171       8.13          8
vardas172 pavarde172       6.83          5
vardas173 pavarde173       6.17          5
vardas176 pavarde176       7.19          6
vardas177 pavarde177       7.64          6
vardas178 pavarde178       7.33          5
vardas180 pavarde180       6.89          6
vardas181 pavarde181       7.38          6
vardas183 pavarde183       6.66          6
vardas184 pavarde184       7.73          5
vardas185 pavarde185       9.95          9
vardas187 pavarde187       6.52          6
vardas191 pavarde191       8.64          9
vardas192 pavarde192       6.73          4
vardas193 pavarde193       7.15          4
vardas194 pavarde194       6.63          3
vardas196 pavarde196       6.15          6
vardas197 pavarde197       6.03          5
vardas198 pavarde198       8.01          8
vardas199 pavarde199        7.2          4
vardas200 pavarde200       6.64          4
vardas201 pavarde201       7.73          7
vardas202 pavarde202       6.75          6
vardas203 pavarde203       7.15          6
vardas204 pavarde204       6.23          4
vardas207 pavarde207       8.51          9
vardas208 pavarde208        6.1          3
vardas209 pavarde209       7.02          5
vardas210 pavarde210        8.2          8
vardas212 pavarde212       7.45          5
vardas213 pavarde213       7.69          5
vardas215 pavarde215       7.87          9
vardas216 pavarde216       6.57          4
vardas218 pavarde218       7.02          7
vardas219 pavarde219        6.2          4
vardas221 pavarde221       8.53          8
vardas225 pavarde225       6.46          4
vardas228 pavarde228       6.52          4
vardas231 pavarde231       9.42          9
vardas232 pavarde232       7.28          6
vardas233 pavarde233       6.86          6
vardas234 pavarde234       7.17          7
vardas235 pavarde235       6.23          6
vardas236 pavarde236       6.25          6
vardas237 pavarde237       6.05          4
vardas239 pavarde239       10.5         10
vardas240 pavarde240       10.5          9
vardas241 pavarde241        6.1          5
vardas242 pavarde242       7.02          5
vardas243 pavarde243        7.6          8
vardas244 pavarde244       7.12          5
vardas245 pavarde245       10.4          9
vardas246 pavarde246       7.68          6
vardas248 pavarde248       7.27          7
vardas249 pavarde249       6.45          6
vardas251 pavarde251       8.26          7
vardas252 pavarde252       6.45          6
vardas253 pavarde253       6.29          5
vardas255 pavarde255       6.49          6
vardas256 pavarde256        7.1          6
vardas257 pavarde257       7.22          6
vardas258 pavarde258       7.44          6
vardas259 pavarde259       6.49          4
vardas260 pavarde260        6.3          5
vardas261 pavarde261       10.3          9
vardas262 pavarde262       7.05          5
vardas263 pavarde263       6.61          5
vardas264 pavarde264       7.72          5
vardas265 pavarde265       9.34          8
vardas266 pavarde266       7.47          5
vardas267 pavarde267       7.89          7
vardas268 pavarde268       9.18          9
vardas269 pavarde269       6.84          5
vardas270 pavarde270       8.17          6
vardas271 pavarde271       7.03          6
vardas273 pavarde273          6          5
vardas274 pavarde274        8.2          7
vardas275 pavarde275       8.04          7
vardas276 pavarde276       8.01          7
vardas277 pavarde277          9          8
vardas278 pavarde278        7.4          5
vardas279 pavarde279       8.08          7
vardas280 pavarde280       6.62          5
vardas281 pavarde281       6.12          4
vardas283 pavarde283       6.52          5
vardas284 pavarde284        6.9          5
vardas287 pavarde287       6.96          4
vardas291 pavarde291       8.76          8
vardas292 pavarde292       6.75          4
vardas293 pavarde293       7.95          7
vardas294 pavarde294       8.19          7
vardas295 pavarde295       6.84          4
vardas296 pavarde296       6.77          5
vardas298 pavarde298       6.03          5
vardas301 pavarde301       8.74          8
vardas303 pavarde303       7.31          8
vardas304 pavarde304       7.06          7
vardas306 pavarde306          7          8
vardas307 pavarde307        7.8          7
vardas308 pavarde308       6.96          4
vardas310 pavarde310       7.28          7
vardas313 pavarde313       6.59          7
vardas314 pavarde314       8.12          9
vardas315 pavarde315       9.22         10
vardas316 pavarde316       8.04          7
vardas317 pavarde317       6.01          5
vardas318 pavarde318        7.6          9
vardas320 pavarde320        8.5          8
vardas321 pavarde321        7.3          6
vardas322 pavarde322       7.66          6
vardas326 pavarde326       7.55          7
vardas330 pavarde330       6.49          5
vardas331 pavarde331        6.9          8
vardas337 pavarde337       8.32          7
vardas338 pavarde338       6.86          5
vardas342 pavarde342       9.42          9
vardas343 pavarde343       10.1         10
vardas345 pavarde345       8.36          8
vardas347 pavarde347       7.37          6
vardas348 pavarde348       6.47          5
vardas349 pavarde349       7.89          6
vardas354 pavarde354       6.78          7
vardas355 pavarde355       6.36          5
vardas356 pavarde356       8.87          7
vardas357 pavarde357       8.77          8
vardas359 pavarde359       6.91          6
vardas360 pavarde360       6.98          4
vardas361 pavarde361        6.6          5
vardas362 pavarde362       6.32          6
vardas364 pavarde364       7.45          6
vardas365 pavarde365       6.69          5
vardas367 pavarde367       6.71          4
vardas368 pavarde368       8.34          9
vardas369 pavarde369       6.67          5
vardas370 pavarde370       6.33          5
vardas371 pavarde371       8.47          8
vardas372 pavarde372       8.49          7
vardas373 pavarde373        8.3          8
vardas374 pavarde374       8.06          7
vardas375 pavarde375       8.61          6
vardas376 pavarde376       8.72          6
vardas377 pavarde377       7.54          5
vardas378 pavarde378       7.11          5
vardas379 pavarde379       9.02          8
vardas380 pavarde380        7.2          4
vardas383 pavarde383       7.87          6
vardas384 pavarde384       7.17          4
vardas386 pavarde386       7.33          8
vardas387 pavarde387       7.87          7
vardas388 pavarde388       6.57          7
vardas390 pavarde390       7.82          6
vardas391 pavarde391       7.96          7
vardas392 pavarde392       9.59          9
vardas393 pavarde393       6.32          3
vardas394 pavarde394       7.66          7
vardas396 pavarde396       7.15          7
vardas397 pavarde397       9.03          7
vardas398 pavarde398       9.01          9
vardas399 pavarde399        8.8          8
vardas400 pavarde400       8.76          8
vardas401 pavarde401       9.15          7
vardas402 pavarde402       7.43          6
vardas403 pavarde403       9.49          8
vardas404 pavarde404        7.1          6
vardas405 pavarde405       9.22          9
vardas406 pavarde406       9.04          8
vardas407 pavarde407       6.41          3
vardas408 pavarde408       6.88          5
vardas409 pavarde409       7.38          9
vardas410 pavarde410       7.68          5
vardas412 pavarde412       7.27          6
vardas413 pavarde413       7.85          6
vardas416 pavarde416       6.27          7
vardas417 pavarde417       7.65          7
vardas418 pavarde418       7.33          6
vardas419 pavarde419       7.47          6
vardas420 pavarde420       7.29          6
vardas421 pavarde421       9.06          7
vardas422 pavarde422       8.21          7
vardas423 pavarde423       6.24          3
vardas424 pavarde424       7.05          6
vardas425 pavarde425       7.01          5
vardas426 pavarde426          6          6
vardas427 pavarde427          8          7
vardas428 pavarde428        7.6          7
vardas431 pavarde431       9.48          8
vardas432 pavarde432        6.3          3
vardas433 pavarde433       7.46          7
vardas434 pavarde434       6.69          6
vardas435 pavarde435       6.34          3
vardas436 pavarde436       6.47          5
vardas438 pavarde438       7.74          9
vardas439 pavarde439       8.75          8
vardas440 pavarde440       6.95          5
vardas441 pavarde441       9.19          8
vardas442 pavarde442       7.24          6
vardas444 pavarde444       8.21         10
vardas445 pavarde445       8.04          5
vardas446 pavarde446       8.61          6
vardas447 pavarde447       6.92          6
vardas448 pavarde448       7.38          6
vardas449 pavarde449       7.48          5
vardas450 pavarde450        6.7          5
vardas451 pavarde451       6.94          6
vardas453 pavarde453       6.08          6
vardas454 pavarde454       7.22          7
vardas455 pavarde455       7.44          6
vardas456 pavarde456       7.49          6
vardas457 pavarde457        6.7          5
vardas461 pavarde461       6.16          5
vardas462 pavarde462       6.43          7
vardas465 pavarde465       6.52          6
vardas466 pavarde466        9.7         10
vardas468 pavarde468       6.63          5
vardas469 pavarde469       6.73          5
vardas470 pavarde470       8.55          8
vardas471 pavarde471       7.11          6
vardas473 pavarde473       6.64          7
vardas474 pavarde474       7.73          6
vardas475 pavarde475       7.55          8
vardas476 pavarde476       7.91          8
vardas478 pavarde478          8          8
vardas479 pavarde479        9.4          9
vardas480 pavarde480       8.08          6
vardas481 pavarde481       7.62          6
vardas482 pavarde482       7.72          6
vardas483 pavarde483       7.14          4
vardas490 pavarde490       6.62          6
vardas491 pavarde491       6.12          5
vardas492 pavarde492       6.62          6
vardas493 pavarde493       6.92          7
vardas496 pavarde496       7.13          6
vardas497 pavarde497       7.63          7
vardas498 pavarde498       8.13          7
vardas499 pavarde499       8.63          7
vardas502 pavarde502        7.5          6
vardas503 pavarde503        7.9          7
vardas504 pavarde504       8.78          7
