Visi studentai:
Vardas    Pavarde      vidurkis     mediana
vardas2335pavarde2335       6.23          4
vardas2336pavarde2336       8.25          8
vardas2337pavarde2337       8.25          8
vardas2338pavarde2338       8.85          8
vardas2339pavarde2339       10.4          9
vardas2340pavarde2340       7.87          4
vardas2341pavarde2341       8.37          7
vardas2342pavarde2342       7.07          3
vardas2343pavarde2343       5.81          2
vardas2344pavarde2344       5.96          4
vardas2345pavarde2345       7.39          5
vardas2346pavarde2346       8.48          9
vardas2347pavarde2347        6.3          6
vardas2348pavarde2348       8.46          7
vardas2349pavarde2349       7.09          6
vardas2350pavarde2350       5.82          4
vardas2351pavarde2351       6.36          4
vardas2352pavarde2352       5.27          4
vardas2353pavarde2353       6.25          5
vardas2354pavarde2354       4.25          2
vardas2355pavarde2355       4.45          5
vardas2356pavarde2356       6.69          6
vardas2357pavarde2357       6.94          6
vardas2358pavarde2358       8.59          8
vardas2359pavarde2359       7.52          6
vardas2360pavarde2360        7.5          6
vardas2361pavarde2361        8.9          8
vardas2362pavarde2362       5.78          4
vardas2363pavarde2363       5.56          2
vardas2364pavarde2364       6.11          5
vardas2365pavarde2365       6.42          5
vardas2366pavarde2366       6.48          4
vardas2367pavarde2367        7.7          7
vardas2368pavarde2368       7.54          6
vardas2369pavarde2369       6.31          3
vardas2370pavarde2370       7.26          6
vardas2371pavarde2371       6.85          5
vardas2372pavarde2372       5.57          4
vardas2373pavarde2373       4.71          1
vardas2374pavarde2374       8.94          9
vardas2375pavarde2375       8.99          8
vardas2376pavarde2376        8.4          8
vardas2377pavarde2377       6.28          5
vardas2378pavarde2378       7.86          8
vardas2379pavarde2379       9.17          8
vardas2380pavarde2380       6.43          5
vardas2381pavarde2381       8.69          8
vardas2382pavarde2382       7.74          7
vardas2383pavarde2383       4.95          2
vardas2384pavarde2384       5.39          3
vardas2385pavarde2385       5.88          4
vardas2386pavarde2386       6.58          5
vardas2387pavarde2387       7.12          5
vardas2388pavarde2388       7.82          7
vardas2389pavarde2389       6.56          4
vardas2390pavarde2390       8.51          8
vardas2391pavarde2391        8.1          6
vardas2392pavarde2392       8.02          5
vardas2393pavarde2393        7.8          6
vardas2394pavarde2394       6.56          5
vardas2395pavarde2395       8.31          7
vardas2396pavarde2396       7.66          7
vardas2397pavarde2397       8.13          7
vardas2398pavarde2398       7.83          7
vardas2399pavarde2399       8.77          7
vardas2400pavarde2400       4.95          4
vardas2401pavarde2401       7.59          6
vardas2402pavarde2402       7.32          5
vardas2403pavarde2403       4.66          2
vardas2404pavarde2404       5.33          3
vardas2405pavarde2405       6.67          8
vardas2406pavarde2406       6.33          4
vardas2407pavarde2407       6.67          7
vardas2408pavarde2408       6.33          5
vardas2409pavarde2409       5.67          5
vardas2410pavarde2410       8.73         10
vardas2411pavarde2411       8.55          6
vardas2412pavarde2412       5.91          4
vardas2413pavarde2413       8.18          6
vardas2414pavarde2414       5.44          3
vardas2415pavarde2415       5.49          3
vardas2416pavarde2416        6.1          5
vardas2417pavarde2417       8.22          9
vardas2418pavarde2418       6.64          4
vardas2419pavarde2419       8.33          7
vardas2420pavarde2420       8.47          7
vardas2421pavarde2421       9.69          9
vardas2422pavarde2422       9.14          8
vardas2423pavarde2423       7.43          4
vardas2424pavarde2424       7.89          7
vardas2425pavarde2425       6.78          6
vardas2426pavarde2426       6.76          5
vardas2427pavarde2427       6.55          6
vardas2428pavarde2428       8.91          7
vardas2429pavarde2429       7.18          6
vardas2430pavarde2430       8.04          6
vardas2431pavarde2431       7.61          8
vardas2432pavarde2432       7.32          5
vardas2433pavarde2433       7.26          5
vardas2434pavarde2434       5.05          2
vardas2435pavarde2435       7.21          7
vardas2436pavarde2436       8.04          5
vardas2437pavarde2437       6.01          4
vardas2438pavarde2438        6.2          5
vardas2439pavarde2439       8.04          7
vardas2440pavarde2440       6.01          4
vardas2441pavarde2441        5.8          6
vardas2442pavarde2442       4.56          4
vardas2443pavarde2443       6.31          5
vardas2444pavarde2444       7.86          8
vardas2445pavarde2445       7.37          5
vardas2446pavarde2446       6.07          5
vardas2447pavarde2447       9.41          9
vardas2448pavarde2448       8.48          5
vardas2449pavarde2449        7.3          7
vardas2450pavarde2450       7.46          6
vardas2451pavarde2451       6.49          4
vardas2452pavarde2452        6.9          8
vardas2453pavarde2453       6.98          6
vardas2454pavarde2454        6.6          5
vardas2455pavarde2455       5.92          4
vardas2456pavarde2456       4.58          2
vardas2457pavarde2457       6.72          6
vardas2458pavarde2458       9.74          9
vardas2459pavarde2459       7.15          6
vardas2460pavarde2460       7.43          6
vardas2461pavarde2461       7.09          8
vardas2462pavarde2462       6.82          5
vardas2463pavarde2463       6.36          5
vardas2464pavarde2464       8.07          8
vardas2465pavarde2465       4.61          1
vardas2466pavarde2466       3.92          2
vardas2467pavarde2467       4.98          3
vardas2468pavarde2468          5          3
vardas2469pavarde2469        4.6          3
vardas2470pavarde2470       5.12          4
vardas2471pavarde2471       9.02          9
vardas2472pavarde2472        7.8          6
vardas2473pavarde2473       10.8          9
vardas2474pavarde2474       7.55          4
vardas2475pavarde2475       7.51          5
vardas2476pavarde2476        6.3          4
vardas2477pavarde2477       4.86          3
vardas2478pavarde2478       7.17          6
vardas2479pavarde2479       10.6          9
vardas2480pavarde2480       5.53          4
vardas2481pavarde2481       4.91          2
vardas2482pavarde2482       3.98          2
vardas2483pavarde2483        6.6          6
vardas2484pavarde2484       5.92          3
vardas2485pavarde2485       5.18          5
vardas2486pavarde2486       7.44          7
vardas2487pavarde2487       7.29          7
vardas2488pavarde2488       7.06          7
vardas2489pavarde2489       7.41          7
vardas2490pavarde2490       8.68          7
vardas2491pavarde2491       8.94          7
vardas2492pavarde2492       7.59          5
vardas2493pavarde2493       6.12          6
vardas2494pavarde2494       4.42          3
vardas2495pavarde2495       5.28          4
vardas2496pavarde2496       7.06          6
vardas2497pavarde2497       7.81          7
vardas2498pavarde2498       6.36          5
vardas2499pavarde2499       3.87          3
vardas2500pavarde2500       5.77          4
vardas2501pavarde2501       5.95          5
vardas2502pavarde2502       4.39          3
vardas2503pavarde2503       4.88          3
vardas2504pavarde2504       6.58          4
vardas2505pavarde2505       7.72          7
vardas2506pavarde2506       7.34          7
vardas2507pavarde2507       8.07          6
vardas2508pavarde2508       9.01          6
vardas2509pavarde2509          6          4
vardas2510pavarde2510        4.8          3
vardas2511pavarde2511       8.36          9
vardas2512pavarde2512       6.07          4
vardas2513pavarde2513       5.81          4
vardas2514pavarde2514       5.76          2
vardas2515pavarde2515       6.75          5
vardas2516pavarde2516       7.35          6
vardas2517pavarde2517       7.67          7
vardas2518pavarde2518       7.33          5
vardas2519pavarde2519       8.87          8
vardas2520pavarde2520       7.57          4
vardas2521pavarde2521       5.91          5
vardas2522pavarde2522       7.78          7
vardas2523pavarde2523       7.36          5
vardas2524pavarde2524       6.67          5
vardas2525pavarde2525       5.93          6
vardas2526pavarde2526       5.39          3
vardas2527pavarde2527       5.48          2
vardas2528pavarde2528        5.5          4
vardas2529pavarde2529        7.3          5
vardas2530pavarde2530       7.26          6
vardas2531pavarde2531       7.05          5
vardas2532pavarde2532       7.61          7
vardas2533pavarde2533       6.92          6
vardas2534pavarde2534       6.18          6
vardas2535pavarde2535       7.24          8
vardas2536pavarde2536       7.65          6
vardas2537pavarde2537       8.33          7
vardas2538pavarde2538       5.87          4
vardas2539pavarde2539       4.77          4
vardas2540pavarde2540       7.75          6
vardas2541pavarde2541       6.55          3
vardas2542pavarde2542       7.51          7
vardas2543pavarde2543        6.9          6
vardas2544pavarde2544       6.58          4
vardas2545pavarde2545       6.92          6
vardas2546pavarde2546       7.78          9
vardas2547pavarde2547       7.76          5
vardas2548pavarde2548       7.55          6
vardas2549pavarde2549       8.51          8
vardas2550pavarde2550        6.1          4
vardas2551pavarde2551       7.42          5
vardas2552pavarde2552       7.08          5
vardas2553pavarde2553       4.62          2
vardas2554pavarde2554       5.72          5
vardas2555pavarde2555       6.94          7
vardas2556pavarde2556       3.99          1
vardas2557pavarde2557        5.6          6
vardas2558pavarde2558       6.32          4
vardas2559pavarde2559       9.26          9
vardas2560pavarde2560       7.45          6
vardas2561pavarde2561       9.29          8
vardas2562pavarde2562       7.86          5
vardas2563pavarde2563       6.57          6
vardas2564pavarde2564       6.51          6
vardas2565pavarde2565        8.9          8
vardas2566pavarde2566       9.18          7
vardas2567pavarde2567       7.84          6
vardas2568pavarde2568       7.97          7
vardas2569pavarde2569       8.39          8
vardas2570pavarde2570       6.28          5
vardas2571pavarde2571       7.06          5
vardas2572pavarde2572       5.61          1
vardas2573pavarde2573       4.92          4
vardas2574pavarde2574       6.78          6
vardas2575pavarde2575       6.96          6
vardas2576pavarde2576       6.39          5
vardas2577pavarde2577       8.28          8
vardas2578pavarde2578       5.46          3
vardas2579pavarde2579       5.89          5
vardas2580pavarde2580       7.58          8
vardas2581pavarde2581       8.32          8
vardas2582pavarde2582       7.06          5
vardas2583pavarde2583         10          9
vardas2584pavarde2584        7.4          4
vardas2585pavarde2585       6.48          4
vardas2586pavarde2586        7.9          7
vardas2587pavarde2587       7.38          5
vardas2588pavarde2588       5.68          2
vardas2589pavarde2589       4.14          3
vardas2590pavarde2590       5.83          5
vardas2591pavarde2591       6.77          5
vardas2592pavarde2592       7.35          6
vardas2593pavarde2593       9.07          9
vardas2594pavarde2594       9.21          7
vardas2595pavarde2595       5.84          3
vardas2596pavarde2596       4.57          3
vardas2597pavarde2597       8.31          7
vardas2598pavarde2598       8.46          8
vardas2599pavarde2599       5.89          4
vardas2600pavarde2600       7.98          7
vardas2601pavarde2601        6.8          5
vardas2602pavarde2602       6.16          5
vardas2603pavarde2603       6.03          6
vardas2604pavarde2604       5.81          4
vardas2605pavarde2605       7.76          7
vardas2606pavarde2606       5.75          4
vardas2607pavarde2607       7.15          6
vardas2608pavarde2608       8.23          7
vardas2609pavarde2609       7.45          7
vardas2610pavarde2610       7.49          6
vardas2611pavarde2611        7.9          6
vardas2612pavarde2612       7.38          6
vardas2613pavarde2613       7.28          7
vardas2614pavarde2614       7.46          8
vardas2615pavarde2615       6.29          6
vardas2616pavarde2616       4.26          3
vardas2617pavarde2617       5.85          4
vardas2618pavarde2618       7.57          7
vardas2619pavarde2619       7.51          5
vardas2620pavarde2620        5.1          4
vardas2621pavarde2621       4.62          4
vardas2622pavarde2622       6.32          4
vardas2623pavarde2623       6.46          5
vardas2624pavarde2624       6.09          4
vardas2625pavarde2625       6.82          5
vardas2626pavarde2626       4.76          4
vardas2627pavarde2627       7.55          6
vardas2628pavarde2628       8.11          6
vardas2629pavarde2629       8.42          9
vardas2630pavarde2630       6.88          5
vardas2631pavarde2631       6.38          6
vardas2632pavarde2632       4.88          2
vardas2633pavarde2633       5.58          4
vardas2634pavarde2634       6.72          7
vardas2635pavarde2635       6.34          3
vardas2636pavarde2636       7.07          5
vardas2637pavarde2637       6.21          5
vardas2638pavarde2638       6.04          4
vardas2639pavarde2639       8.01          7
vardas2640pavarde2640          7          6
vardas2641pavarde2641        6.6          5
vardas2642pavarde2642       8.32          8
vardas2643pavarde2643       7.66          6
vardas2644pavarde2644       6.53          5
vardas2645pavarde2645       7.31          6
vardas2646pavarde2646       7.06          6
vardas2647pavarde2647       8.41          7
vardas2648pavarde2648       8.08          7
vardas2649pavarde2649       7.82          7
vardas2650pavarde2650       6.16          6
vardas2651pavarde2651       7.83          7
vardas2652pavarde2652       7.17          5
vardas2653pavarde2653       4.83          4
vardas2654pavarde2654       6.77          7
vardas2655pavarde2655       4.75          2
vardas2656pavarde2656       6.55          5
vardas2657pavarde2657       7.71          6
vardas2658pavarde2658       5.94          3
vardas2659pavarde2659       7.19          6
vardas2660pavarde2660       4.84          3
vardas2661pavarde2661       8.57          8
vardas2662pavarde2662       5.71          3
vardas2663pavarde2663       6.14          5
vardas2664pavarde2664       5.03          4
vardas2665pavarde2665       5.01          4
vardas2666pavarde2666        5.6          4
vardas2667pavarde2667       5.52          5
vardas2668pavarde2668        7.1          7
vardas2669pavarde2669       8.62          9
vardas2670pavarde2670       5.72          3
vardas2671pavarde2671       9.14          9
vardas2672pavarde2672       9.83          9
vardas2673pavarde2673       7.17          6
vardas2674pavarde2674       6.03          5
vardas2675pavarde2675       5.01          4
vardas2676pavarde2676        5.2          3
vardas2677pavarde2677       6.24          5
vardas2678pavarde2678       9.65          8
vardas2679pavarde2679       9.13          8
vardas2680pavarde2680       9.63          8
vardas2681pavarde2681       10.9          9
vardas2682pavarde2682       10.4          8
vardas2683pavarde2683       8.88          7
vardas2684pavarde2684       8.58          7
vardas2685pavarde2685       6.32          3
vardas2686pavarde2686       8.06          7
vardas2687pavarde2687       8.01          6
vardas2688pavarde2688        6.8          5
vardas2689pavarde2689       5.96          5
vardas2690pavarde2690       8.19          8
vardas2691pavarde2691       9.44          9
vardas2692pavarde2692       4.89          2
vardas2693pavarde2693       6.98          5
vardas2694pavarde2694        8.6          7
vardas2695pavarde2695       8.32          7
vardas2696pavarde2696       6.86          7
vardas2697pavarde2697       4.37          3
vardas2698pavarde2698       6.67          5
vardas2699pavarde2699       5.93          4
vardas2700pavarde2700       8.79          7
vardas2701pavarde2701       7.36          5
vardas2702pavarde2702       7.07          4
vardas2703pavarde2703       6.41          5
vardas2704pavarde2704       7.28          6
vardas2705pavarde2705       9.66          9
vardas2706pavarde2706       6.13          2
vardas2707pavarde2707       6.43          4
vardas2708pavarde2708       5.09          3
vardas2709pavarde2709       5.82          6
vardas2710pavarde2710       7.56          7
vardas2711pavarde2711       6.91          6
vardas2712pavarde2712       6.78          7
vardas2713pavarde2713       6.56          4
vardas2714pavarde2714       9.31          9
vardas2715pavarde2715       7.46          6
vardas2716pavarde2716       5.89          2
vardas2717pavarde2717       6.38          6
vardas2718pavarde2718       6.28          5
vardas2719pavarde2719       6.86          5
vardas2720pavarde2720       7.97          8
vardas2721pavarde2721       9.39          8
vardas2722pavarde2722       8.08          7
vardas2723pavarde2723       7.62          6
vardas2724pavarde2724       7.92          7
vardas2725pavarde2725       6.78          6
vardas2726pavarde2726       7.56          6
vardas2727pavarde2727       6.31          4
vardas2728pavarde2728       6.06          5
vardas2729pavarde2729       5.21          1
vardas2730pavarde2730       7.24          7
vardas2731pavarde2731       6.65          4
vardas2732pavarde2732       6.13          6
vardas2733pavarde2733       7.23          5
vardas2734pavarde2734       5.05          3
vardas2735pavarde2735       6.01          5
vardas2736pavarde2736        7.8          8
vardas2737pavarde2737       6.16          4
vardas2738pavarde2738       6.83          6
vardas2739pavarde2739       8.37          8
vardas2740pavarde2740       7.47          5
vardas2741pavarde2741       7.49          8
vardas2742pavarde2742        6.7          5
vardas2743pavarde2743       6.74          6
vardas2744pavarde2744       9.75          8
vardas2745pavarde2745       4.15          3
vardas2746pavarde2746       6.63          7
vardas2747pavarde2747       7.93          7
vardas2748pavarde2748       6.59          4
vardas2749pavarde2749       7.72          7
vardas2750pavarde2750       7.54          8
vardas2751pavarde2751       9.31          9
vardas2752pavarde2752       5.26          4
vardas2753pavarde2753       5.65          6
vardas2754pavarde2754       6.53          5
vardas2755pavarde2755       6.71          5
vardas2756pavarde2756       5.14          3
vardas2757pavarde2757       6.63          5
vardas2758pavarde2758       8.53          7
vardas2759pavarde2759       5.91          3
vardas2760pavarde2760       8.98          9
vardas2761pavarde2761        8.2          7
vardas2762pavarde2762       6.64          4
vardas2763pavarde2763       5.13          4
vardas2764pavarde2764       5.43          3
vardas2765pavarde2765       6.49          7
vardas2766pavarde2766        7.7          7
vardas2767pavarde2767       7.34          5
vardas2768pavarde2768       8.67          8
vardas2769pavarde2769       6.93          5
vardas2770pavarde2770       7.99          9
vardas2771pavarde2771          7          5
vardas2772pavarde2772        7.4          6
vardas2773pavarde2773       6.48          6
vardas2774pavarde2774        6.5          3
vardas2775pavarde2775        7.3          6
vardas2776pavarde2776       8.26          8
vardas2777pavarde2777       6.45          5
vardas2778pavarde2778       6.89          5
vardas2779pavarde2779       8.58          7
vardas2780pavarde2780       7.32          7
vardas2781pavarde2781       5.66          4
vardas2782pavarde2782       7.93          7
vardas2783pavarde2783       7.79          7
vardas2784pavarde2784       8.16          7
vardas2785pavarde2785       8.43          6
vardas2786pavarde2786       8.49          9
vardas2787pavarde2787        6.9          7
vardas2788pavarde2788       8.58          8
vardas2789pavarde2789       4.32          3
vardas2790pavarde2790       7.86          9
vardas2791pavarde2791       4.77          2
vardas2792pavarde2792       5.75          5
vardas2793pavarde2793       6.55          4
vardas2794pavarde2794       5.71          4
vardas2795pavarde2795       7.94          6
vardas2796pavarde2796       9.19          7
vardas2797pavarde2797       7.84          5
vardas2798pavarde2798       7.97         10
vardas2799pavarde2799       8.79          8
vardas2800pavarde2800       8.36          7
vardas2801pavarde2801       7.47          6
vardas2802pavarde2802       8.49          7
vardas2803pavarde2803        7.3          7
vardas2804pavarde2804       6.46          6
vardas2805pavarde2805       5.09          3
vardas2806pavarde2806       7.22          7
vardas2807pavarde2807       8.24          7
vardas2808pavarde2808       6.85          6
vardas2809pavarde2809       8.77          8
vardas2810pavarde2810       6.35          5
vardas2811pavarde2811       7.07          6
vardas2812pavarde2812       4.01          2
vardas2813pavarde2813        6.2          6
vardas2814pavarde2814       6.84          6
vardas2815pavarde2815       4.37          3
vardas2816pavarde2816       7.87          6
vardas2817pavarde2817       6.97          4
vardas2818pavarde2818       5.99          2
vardas2819pavarde2819          7          4
vardas2820pavarde2820        8.4          8
vardas2821pavarde2821       7.68          5
vardas2822pavarde2822       6.14          5
vardas2823pavarde2823       7.83          8
vardas2824pavarde2824       6.97          5
vardas2825pavarde2825       7.59          5
vardas2826pavarde2826       5.52          4
vardas2827pavarde2827        6.5          4
vardas2828pavarde2828        4.5          2
vardas2829pavarde2829        4.1          4
vardas2830pavarde2830       5.62          5
vardas2831pavarde2831       8.12          8
vardas2832pavarde2832       6.82          6
vardas2833pavarde2833       6.76          6
vardas2834pavarde2834       6.55          4
vardas2835pavarde2835       5.51          4
vardas2836pavarde2836        6.5          5
vardas2837pavarde2837        5.1          2
vardas2838pavarde2838       4.62          2
vardas2839pavarde2839       7.32          5
vardas2840pavarde2840       7.06          5
vardas2841pavarde2841       6.81          6
vardas2842pavarde2842       5.76          4
vardas2843pavarde2843       7.35          9
vardas2844pavarde2844       6.47          6
vardas2845pavarde2845       5.29          4
vardas2846pavarde2846       6.66          6
vardas2847pavarde2847       6.93          4
vardas2848pavarde2848       5.39          2
vardas2849pavarde2849       3.48          2
vardas2850pavarde2850        7.5          8
vardas2851pavarde2851        8.1          8
vardas2852pavarde2852       8.62          8
vardas2853pavarde2853       9.72         10
vardas2854pavarde2854       8.34          7
vardas2855pavarde2855       8.07          6
vardas2856pavarde2856       6.21          4
vardas2857pavarde2857       5.04          3
vardas2858pavarde2858       6.41          5
vardas2859pavarde2859       5.48          5
vardas2860pavarde2860        5.9          5
vardas2861pavarde2861       6.38          5
vardas2862pavarde2862       8.48          7
vardas2863pavarde2863        6.5          5
vardas2864pavarde2864        5.9          4
vardas2865pavarde2865       5.98          4
vardas2866pavarde2866        9.4         10
vardas2867pavarde2867       7.88          6
vardas2868pavarde2868       7.38          5
vardas2869pavarde2869       6.88          6
vardas2870pavarde2870       8.38          7
vardas2871pavarde2871       8.28          8
vardas2872pavarde2872       7.46          7
vardas2873pavarde2873       6.49          4
vardas2874pavarde2874        5.5          2
vardas2875pavarde2875        7.3          6
vardas2876pavarde2876       6.86          5
vardas2877pavarde2877       6.57          5
vardas2878pavarde2878       6.71          5
vardas2879pavarde2879       7.14          7
vardas2880pavarde2880       6.83          4
vardas2881pavarde2881       6.57          3
vardas2882pavarde2882       8.11          8
vardas2883pavarde2883       6.22          3
vardas2884pavarde2884       6.44          6
vardas2885pavarde2885       6.69          5
vardas2886pavarde2886       5.74          3
vardas2887pavarde2887       4.55          2
vardas2888pavarde2888       3.11          1
vardas2889pavarde2889       8.42          9
vardas2890pavarde2890       9.08          8
vardas2891pavarde2891       9.02          8
vardas2892pavarde2892        7.8          6
vardas2893pavarde2893       9.56          8
vardas2894pavarde2894       7.71          6
vardas2895pavarde2895       7.94          7
vardas2896pavarde2896       7.99          5
vardas2897pavarde2897        7.4          5
vardas2898pavarde2898       8.08          7
vardas2899pavarde2899       7.82          8
vardas2900pavarde2900       6.76          6
vardas2901pavarde2901       7.95          7
vardas2902pavarde2902       8.19          6
vardas2903pavarde2903       4.84          2
vardas2904pavarde2904       8.17          9
vardas2905pavarde2905       6.43          6
vardas2906pavarde2906       8.49          8
vardas2907pavarde2907        5.5          3
vardas2908pavarde2908        5.5          3
vardas2909pavarde2909        4.9          3
vardas2910pavarde2910       8.38          8
vardas2911pavarde2911       6.28          3
vardas2912pavarde2912       7.26          6
vardas2913pavarde2913       7.65          6
vardas2914pavarde2914       7.93          8
vardas2915pavarde2915       5.19          2
vardas2916pavarde2916       6.24          5
vardas2917pavarde2917       5.85          5
vardas2918pavarde2918       5.57          3
vardas2919pavarde2919       5.71          4
vardas2920pavarde2920       8.14          6
vardas2921pavarde2921       8.43          7
vardas2922pavarde2922       6.09          6
vardas2923pavarde2923       7.42          6
vardas2924pavarde2924       5.68          5
vardas2925pavarde2925       5.94          3
vardas2926pavarde2926       7.99          6
vardas2927pavarde2927          8          7
vardas2928pavarde2928        9.2         10
vardas2929pavarde2929       7.24          6
vardas2930pavarde2930       7.05          5
vardas2931pavarde2931       5.81          4
vardas2932pavarde2932       8.36          7
vardas2933pavarde2933       6.47          5
vardas2934pavarde2934       4.89          3
vardas2935pavarde2935       8.78          8
vardas2936pavarde2936       5.16          2
vardas2937pavarde2937       7.23          6
vardas2938pavarde2938       5.45          2
vardas2939pavarde2939       5.89          5
vardas2940pavarde2940       3.18          2
vardas2941pavarde2941       5.44          4
vardas2942pavarde2942       7.49          7
vardas2943pavarde2943        5.7          4
vardas2944pavarde2944       7.74          9
vardas2945pavarde2945       7.35          6
vardas2946pavarde2946       5.27          2
vardas2947pavarde2947       4.45          3
vardas2948pavarde2948       6.69          5
vardas2949pavarde2949       7.14          7
vardas2950pavarde2950       6.63          5
vardas2951pavarde2951       6.13          4
vardas2952pavarde2952       7.63          7
vardas2953pavarde2953       7.53          5
vardas2954pavarde2954       5.91          4
vardas2955pavarde2955       7.78          6
vardas2956pavarde2956       6.56          5
vardas2957pavarde2957       8.91          7
vardas2958pavarde2958       4.98          3
vardas2959pavarde2959        7.6          8
vardas2960pavarde2960       6.72          6
vardas2961pavarde2961       5.54          3
vardas2962pavarde2962       5.91          5
vardas2963pavarde2963       5.18          3
vardas2964pavarde2964       4.64          3
vardas2965pavarde2965       6.93          7
vardas2966pavarde2966       6.99          6
vardas2967pavarde2967        6.6          6
vardas2968pavarde2968       7.72          6
vardas2969pavarde2969       7.34          6
vardas2970pavarde2970       6.47          5
vardas2971pavarde2971       4.49          3
vardas2972pavarde2972        6.1          6
vardas2973pavarde2973       5.22          3
vardas2974pavarde2974       6.64          5
vardas2975pavarde2975       6.13          5
vardas2976pavarde2976       7.83          6
vardas2977pavarde2977       8.37          7
vardas2978pavarde2978       5.07          4
vardas2979pavarde2979       7.61          8
vardas2980pavarde2980       10.3          8
vardas2981pavarde2981       7.86          5
vardas2982pavarde2982       5.37          4
vardas2983pavarde2983       4.27          4
vardas2984pavarde2984       7.45          7
vardas2985pavarde2985       9.89         10
vardas2986pavarde2986       8.78          7
vardas2987pavarde2987       7.56          5
vardas2988pavarde2988       6.51          5
vardas2989pavarde2989        5.9          4
vardas2990pavarde2990       6.98          5
vardas2991pavarde2991        8.4          8
vardas2992pavarde2992       8.68          7
vardas2993pavarde2993       7.94          9
vardas2994pavarde2994       5.79          4
vardas2995pavarde2995       5.76          5
vardas2996pavarde2996       6.55          5
vardas2997pavarde2997       5.71          6
vardas2998pavarde2998       7.14          7
vardas2999pavarde2999       9.83          8
vardas3000pavarde3000       9.57          8
vardas3001pavarde3001       6.31          4
vardas3002pavarde3002       6.86          8
vardas3003pavarde3003       6.97          5
vardas3004pavarde3004       5.19          1
vardas3005pavarde3005       7.84          9
vardas3006pavarde3006       7.57          6
vardas3007pavarde3007       5.91          4
vardas3008pavarde3008       7.98          6
vardas3009pavarde3009        9.2          7
vardas3010pavarde3010       6.04          5
vardas3011pavarde3011       5.81          4
vardas3012pavarde3012       8.36          7
vardas3013pavarde3013       7.67          6
vardas3014pavarde3014       7.73          5
vardas3015pavarde3015       7.35          7
vardas3016pavarde3016       6.67          6
vardas3017pavarde3017       5.73          3
vardas3018pavarde3018       8.95          9
vardas3019pavarde3019       6.59          7
vardas3020pavarde3020       5.12          3
vardas3021pavarde3021       6.22          5
vardas3022pavarde3022       4.84          4
vardas3023pavarde3023       6.57          5
vardas3024pavarde3024       7.51          7
vardas3025pavarde3025        6.3          5
vardas3026pavarde3026       5.46          4
vardas3027pavarde3027       6.09          5
vardas3028pavarde3028       7.62          7
vardas3029pavarde3029       7.52          6
vardas3030pavarde3030        6.5          3
vardas3031pavarde3031        5.3          5
vardas3032pavarde3032       5.26          4
vardas3033pavarde3033       3.65          3
vardas3034pavarde3034       7.33          6
vardas3035pavarde3035       4.87          3
vardas3036pavarde3036       5.97          5
vardas3037pavarde3037       7.59          7
vardas3038pavarde3038       6.52          4
vardas3039pavarde3039        7.1          6
vardas3040pavarde3040       6.62          5
vardas3041pavarde3041       4.52          2
vardas3042pavarde3042        6.3          4
vardas3043pavarde3043       6.26          4
vardas3044pavarde3044       8.25          9
vardas3045pavarde3045       7.25          6
vardas3046pavarde3046       8.25          8
vardas3047pavarde3047       5.45          2
vardas3048pavarde3048       8.49          7
vardas3049pavarde3049        7.5          7
vardas3050pavarde3050        7.1          5
vardas3051pavarde3051       7.82          7
vardas3052pavarde3052       6.76          4
vardas3053pavarde3053       8.95          9
vardas3054pavarde3054       6.39          4
vardas3055pavarde3055       5.88          5
vardas3056pavarde3056       7.38          8
vardas3057pavarde3057       8.88          7
vardas3058pavarde3058       6.98          5
vardas3059pavarde3059        4.4          1
vardas3060pavarde3060       6.48          4
vardas3061pavarde3061        6.1          5
vardas3062pavarde3062       4.82          2
vardas3063pavarde3063       7.16          6
vardas3064pavarde3064       5.63          4
vardas3065pavarde3065       7.93          7
vardas3066pavarde3066       5.19          3
vardas3067pavarde3067       6.04          6
vardas3068pavarde3068       7.61          6
vardas3069pavarde3069       8.32          8
vardas3070pavarde3070       6.06          3
vardas3071pavarde3071       5.61          4
vardas3072pavarde3072       5.72          6
vardas3073pavarde3073       5.74          4
vardas3074pavarde3074       7.75          6
vardas3075pavarde3075       6.95          6
vardas3076pavarde3076       5.99          4
vardas3077pavarde3077        8.2          7
vardas3078pavarde3078       7.84          7
vardas3079pavarde3079       6.77          5
vardas3080pavarde3080       7.55          5
vardas3081pavarde3081       5.11          4
vardas3082pavarde3082       7.62          9
vardas3083pavarde3083       7.12          7
vardas3084pavarde3084       9.42          9
vardas3085pavarde3085       7.88          6
vardas3086pavarde3086       6.58          5
vardas3087pavarde3087       8.52          7
vardas3088pavarde3088        6.3          5
vardas3089pavarde3089       5.26          3
vardas3090pavarde3090       7.25          5
vardas3091pavarde3091       6.45          5
vardas3092pavarde3092       6.29          5
vardas3093pavarde3093       6.06          5
vardas3094pavarde3094       7.21          6
vardas3095pavarde3095       7.84          7
vardas3096pavarde3096       8.57          8
vardas3097pavarde3097       5.71          3
vardas3098pavarde3098       7.54          7
vardas3099pavarde3099       7.71          6
vardas3100pavarde3100       5.54          3
vardas3101pavarde3101       5.51          3
vardas3102pavarde3102        6.3          6
vardas3103pavarde3103       4.66          2
vardas3104pavarde3104       7.33          6
vardas3105pavarde3105       7.07          4
vardas3106pavarde3106       5.21          3
vardas3107pavarde3107       7.84          7
vardas3108pavarde3108       9.17          7
vardas3109pavarde3109       6.63          6
vardas3110pavarde3110       4.53          3
